TranscriptID	GeneID	TranscriptCategory	GeneSymbol
XM_049853011.1	LOC126058040	mRNA	SETDB2
XM_049853012.1	LOC126058040	mRNA	SETDB2
XM_049853013.1	LOC126058041	mRNA	RCBTB1
XM_049853014.1	LOC126058041	mRNA	RCBTB1
XM_049853015.1	LOC126058041	mRNA	RCBTB1
XM_049853016.1	LOC126058041	mRNA	RCBTB1
XM_049853017.1	LOC126058041	mRNA	RCBTB1
XM_049853018.1	LOC126058041	mRNA	RCBTB1
XM_049853019.1	LOC126058041	mRNA	RCBTB1
XM_049853020.1	LOC126058041	mRNA	RCBTB1
XM_049853021.1	LOC126058043	mRNA	CDADC1
XM_049853022.1	LOC126058043	mRNA	CDADC1
XM_049853023.1	LOC126058043	mRNA	CDADC1
XM_049853024.1	LOC126058044	mRNA	MLNR
XM_049853025.1	LOC126058046	mRNA	CAB39L
XM_049853026.1	LOC126058046	mRNA	CAB39L
XM_049853027.1	LOC126058046	mRNA	CAB39L
XM_049853028.1	LOC126058046	mRNA	CAB39L
XM_049853029.1	LOC126058046	mRNA	CAB39L
XM_049853030.1	LOC126058046	mRNA	CAB39L
XM_049853031.1	LOC126058046	mRNA	CAB39L
XM_049853032.1	LOC126058046	mRNA	CAB39L
XM_049853033.1	LOC126058046	mRNA	CAB39L
XM_049853034.1	LOC126058046	mRNA	CAB39L
XM_049853035.1	LOC126058049	mRNA	CCNA1
XM_049853036.1	LOC126058033	mRNA	QKI
XM_049853037.1	LOC126058049	mRNA	CCNA1
XM_049853038.1	LOC126058049	mRNA	CCNA1
XM_049853039.1	LOC126058050	mRNA	LOC126058050
XM_049853040.1	LOC126058050	mRNA	LOC126058050
XM_049853041.1	LOC126058050	mRNA	LOC126058050
XM_049853042.1	LOC126058050	mRNA	LOC126058050
XM_049853043.1	LOC126058050	mRNA	LOC126058050
XM_049853044.1	LOC126058050	mRNA	LOC126058050
XM_049853045.1	LOC126058050	mRNA	LOC126058050
XM_049853046.1	LOC126058050	mRNA	LOC126058050
XM_049853047.1	LOC126058050	mRNA	LOC126058050
XM_049853048.1	LOC126058052	mRNA	SERTM1
XM_049853049.1	LOC126058053	mRNA	RCBTB2
XM_049853050.1	LOC126058053	mRNA	RCBTB2
XM_049853051.1	LOC126058053	mRNA	RCBTB2
XM_049853052.1	LOC126058053	mRNA	RCBTB2
XM_049853053.1	LOC126058055	mRNA	FBXL3
XM_049853054.1	LOC126058055	mRNA	FBXL3
XM_049853055.1	LOC126058056	mRNA	CLN5
XM_049853056.1	LOC126058057	mRNA	SCEL
XM_049853057.1	LOC126058058	mRNA	EDNRB
XM_049853058.1	LOC126058058	mRNA	EDNRB
XM_049853059.1	LOC126058062	mRNA	NDFIP2
XM_049853060.1	LOC126058063	mRNA	KLHL1
XM_049853061.1	LOC126058063	mRNA	KLHL1
XM_049853062.1	LOC126058064	mRNA	SPRYD7
XM_049853063.1	LOC126058066	mRNA	SPART
XM_049853064.1	LOC126058066	mRNA	SPART
XM_049853065.1	LOC126058067	mRNA	STARD13
XM_049853066.1	LOC126058067	mRNA	STARD13
XM_049853067.1	LOC126058067	mRNA	STARD13
XM_049853068.1	LOC126058067	mRNA	STARD13
XM_049853069.1	LOC126058068	mRNA	RFC3
XM_049853070.1	LOC126058068	mRNA	RFC3
XM_049853071.1	LOC126058076	mRNA	KLF12
XM_049853072.1	LOC126058076	mRNA	KLF12
XM_049853073.1	LOC126058076	mRNA	KLF12
XM_049853074.1	LOC126058076	mRNA	KLF12
XM_049853075.1	LOC126058086	mRNA	LOC126058086
XM_049853076.1	LOC126058087	mRNA	LOC126058087
XM_049853077.1	LOC126058033	mRNA	QKI
XM_049853078.1	LOC126058105	mRNA	RXFP2
XM_049853079.1	LOC126058106	mRNA	KL
XM_049853080.1	LOC126058111	mRNA	SIAH3
XM_049853081.1	LOC126058112	mRNA	SLITRK1
XM_049853082.1	LOC126058122	mRNA	LOC126058122
XM_049853083.1	LOC126058123	mRNA	LOC126058123
XM_049853084.1	LOC126058124	mRNA	LOC126058124
XM_049853085.1	LOC126058124	mRNA	LOC126058124
XM_049853086.1	LOC126058133	mRNA	DIAPH3
XM_049853087.1	LOC126058133	mRNA	DIAPH3
XM_049853088.1	LOC126058134	mRNA	SLC25A30
XM_049853089.1	LOC126058134	mRNA	SLC25A30
XM_049853090.1	LOC126058134	mRNA	SLC25A30
XM_049853091.1	LOC126058134	mRNA	SLC25A30
XM_049853092.1	LOC126058134	mRNA	SLC25A30
XM_049853093.1	LOC126058136	mRNA	RAP2A
XM_049853094.1	LOC126058137	mRNA	SLAIN1
XM_049853095.1	LOC126058137	mRNA	SLAIN1
XM_049853096.1	LOC126058138	mRNA	SOX21
XM_049853097.1	LOC126058138	mRNA	SOX21
XM_049853098.1	LOC126058140	mRNA	GPALPP1
XM_049853099.1	LOC126058140	mRNA	GPALPP1
XM_049853100.1	LOC126058142	mRNA	MRPS31
XM_049853101.1	LOC126058142	mRNA	MRPS31
XM_049853102.1	LOC126058143	mRNA	RB1
XM_049853103.1	LOC126058143	mRNA	RB1
XM_049853104.1	LOC126058144	mRNA	SUCLA2
XM_049853105.1	LOC126058145	mRNA	LPAR6
XM_049853106.1	LOC126058146	mRNA	MED4
XM_049853107.1	LOC126058146	mRNA	MED4
XM_049853108.1	LOC126058148	mRNA	ITM2B
XM_049853109.1	LOC126058149	mRNA	NUDT15
XM_049853110.1	LOC126058153	mRNA	MTRF1
XM_049853111.1	LOC126058153	mRNA	MTRF1
XM_049853112.1	LOC126058153	mRNA	MTRF1
XM_049853113.1	LOC126058153	mRNA	MTRF1
XM_049853114.1	LOC126058153	mRNA	MTRF1
XM_049853115.1	LOC126058153	mRNA	MTRF1
XM_049853116.1	LOC126058033	mRNA	QKI
XM_049853117.1	LOC126058155	mRNA	UGGT2
XM_049853118.1	LOC126058155	mRNA	UGGT2
XM_049853119.1	LOC126058155	mRNA	UGGT2
XM_049853120.1	LOC126058155	mRNA	UGGT2
XM_049853121.1	LOC126058155	mRNA	UGGT2
XM_049853122.1	LOC126058155	mRNA	UGGT2
XM_049853123.1	LOC126058157	mRNA	HS6ST3
XM_049853124.1	LOC126058158	mRNA	MBNL2
XM_049853125.1	LOC126058158	mRNA	MBNL2
XM_049853126.1	LOC126058158	mRNA	MBNL2
XM_049853127.1	LOC126058158	mRNA	MBNL2
XM_049853128.1	LOC126058158	mRNA	MBNL2
XM_049853129.1	LOC126058158	mRNA	MBNL2
XM_049853130.1	LOC126058160	mRNA	OXGR1
XM_049853131.1	LOC126058162	mRNA	OBI1
XM_049853132.1	LOC126058163	mRNA	NUFIP1
XM_049853133.1	LOC126058164	mRNA	GPR180
XM_049853134.1	LOC126058164	mRNA	GPR180
XM_049853135.1	LOC126058164	mRNA	GPR180
XM_049853136.1	LOC126058166	mRNA	RGCC
XM_049853137.1	LOC126058166	mRNA	RGCC
XM_049853138.1	LOC126058167	mRNA	TNFSF11
XM_049853139.1	LOC126058167	mRNA	TNFSF11
XM_049853140.1	LOC126058168	mRNA	FAM216B
XM_049853141.1	LOC126058169	mRNA	PCDH8
XM_049853142.1	LOC126058169	mRNA	PCDH8
XM_049853143.1	LOC126058170	mRNA	LOC126058170
XM_049853144.1	LOC126058170	mRNA	LOC126058170
XM_049853145.1	LOC126058170	mRNA	LOC126058170
XM_049853146.1	LOC126058172	mRNA	ELF1
XM_049853147.1	LOC126058172	mRNA	ELF1
XM_049853148.1	LOC126058173	mRNA	OLFM4
XM_049853149.1	LOC126058174	mRNA	WBP4
XM_049853150.1	LOC126058174	mRNA	WBP4
XM_049853151.1	LOC126058175	mRNA	SUGT1
XM_049853152.1	LOC126058177	mRNA	CNMD
XM_049853153.1	LOC126058179	mRNA	LRCH1
XM_049853154.1	LOC126058179	mRNA	LRCH1
XM_049853155.1	LOC126058179	mRNA	LRCH1
XM_049853156.1	LOC126058179	mRNA	LRCH1
XM_049853157.1	LOC126058180	mRNA	HTR2A
XM_049853158.1	LOC126058182	mRNA	ESD
XM_049853159.1	LOC126058182	mRNA	ESD
XM_049853160.1	LOC126058183	mRNA	SUPT20H
XM_049853161.1	LOC126058183	mRNA	SUPT20H
XM_049853162.1	LOC126058183	mRNA	SUPT20H
XM_049853163.1	LOC126058183	mRNA	SUPT20H
XM_049853164.1	LOC126058183	mRNA	SUPT20H
XM_049853165.1	LOC126058183	mRNA	SUPT20H
XM_049853166.1	LOC126058183	mRNA	SUPT20H
XM_049853167.1	LOC126058183	mRNA	SUPT20H
XM_049853168.1	LOC126058183	mRNA	SUPT20H
XM_049853169.1	LOC126058183	mRNA	SUPT20H
XM_049853170.1	LOC126058183	mRNA	SUPT20H
XM_049853171.1	LOC126058183	mRNA	SUPT20H
XM_049853172.1	LOC126058183	mRNA	SUPT20H
XM_049853173.1	LOC126058183	mRNA	SUPT20H
XM_049853174.1	LOC126058183	mRNA	SUPT20H
XM_049853175.1	LOC126058183	mRNA	SUPT20H
XM_049853176.1	LOC126058183	mRNA	SUPT20H
XM_049853177.1	LOC126058183	mRNA	SUPT20H
XM_049853178.1	LOC126058183	mRNA	SUPT20H
XM_049853179.1	LOC126058186	mRNA	SMAD9
XM_049853180.1	LOC126058186	mRNA	SMAD9
XM_049853181.1	LOC126058186	mRNA	SMAD9
XM_049853182.1	LOC126058187	mRNA	EXOSC8
XM_049853183.1	LOC126058187	mRNA	EXOSC8
XM_049853184.1	LOC126058187	mRNA	EXOSC8
XM_049853185.1	LOC126058187	mRNA	EXOSC8
XM_049853186.1	LOC126058189	mRNA	ALG5
XM_049853187.1	LOC126058190	partial	RFXAP
XM_049853188.1	LOC126058191	mRNA	TGDS
XM_049853189.1	LOC126058191	mRNA	TGDS
XM_049853190.1	LOC126058191	mRNA	TGDS
XM_049853191.1	LOC126058191	mRNA	TGDS
XM_049853192.1	LOC126058192	mRNA	SPRY2
XM_049853193.1	LOC126058196	mRNA	ARL11
XM_049853194.1	LOC126058196	mRNA	ARL11
XM_049853195.1	LOC126058196	mRNA	ARL11
XM_049853196.1	LOC126058198	mRNA	VWA8
XM_049853197.1	LOC126058198	mRNA	VWA8
XM_049853198.1	LOC126058200	mRNA	KCTD12
XM_049853199.1	LOC126058201	mRNA	CBY2
XM_049853200.1	LOC126058201	mRNA	CBY2
XM_049853201.1	LOC126058202	mRNA	LOC126058202
XM_049853202.1	LOC126058203	mRNA	KLF5
XM_049853203.1	LOC126058207	mRNA	LOC126058207
XM_049853204.1	LOC126058208	mRNA	SLITRK6
XM_049853205.1	LOC126058210	mRNA	KBTBD7
XM_049853206.1	LOC126058212	mRNA	DLEU7
XM_049853207.1	LOC126058216	mRNA	POU4F1
XM_049853208.1	LOC126058220	mRNA	LOC126058220
XM_049853209.1	LOC126058227	mRNA	LOC126058227
XM_049853210.1	LOC126058229	mRNA	LOC126058229
XM_049853211.1	LOC126058231	mRNA	LOC126058231
XM_049853212.1	LOC126058033	mRNA	QKI
XM_049853213.1	LOC126058233	mRNA	SLITRK5
XM_049853214.1	LOC126058235	mRNA	LOC126058235
XM_049853215.1	LOC126058238	mRNA	PCDH20
XM_049853216.1	LOC126058239	mRNA	LOC126058239
XM_049853217.1	LOC126058240	mRNA	DCT
XM_049853218.1	LOC126058240	mRNA	DCT
XM_049853219.1	LOC126058240	mRNA	DCT
XM_049853220.1	LOC126058241	mRNA	BRCA2
XM_049853221.1	LOC126058242	mRNA	FRY
XM_049853222.1	LOC126058242	mRNA	FRY
XM_049853223.1	LOC126058242	mRNA	FRY
XM_049853224.1	LOC126058242	mRNA	FRY
XM_049853225.1	LOC126058242	mRNA	FRY
XM_049853226.1	LOC126058242	mRNA	FRY
XM_049853227.1	LOC126058242	mRNA	FRY
XM_049853228.1	LOC126058242	mRNA	FRY
XM_049853229.1	LOC126058242	mRNA	FRY
XM_049853230.1	LOC126058242	mRNA	FRY
XM_049853231.1	LOC126058242	mRNA	FRY
XM_049853232.1	LOC126058245	mRNA	DOCK9
XM_049853233.1	LOC126058245	mRNA	DOCK9
XM_049853234.1	LOC126058245	mRNA	DOCK9
XM_049853235.1	LOC126058245	mRNA	DOCK9
XM_049853236.1	LOC126058245	mRNA	DOCK9
XM_049853237.1	LOC126058245	mRNA	DOCK9
XM_049853238.1	LOC126058245	mRNA	DOCK9
XM_049853239.1	LOC126058245	mRNA	DOCK9
XM_049853240.1	LOC126058245	mRNA	DOCK9
XM_049853241.1	LOC126058245	mRNA	DOCK9
XM_049853242.1	LOC126058245	mRNA	DOCK9
XM_049853243.1	LOC126058245	mRNA	DOCK9
XM_049853244.1	LOC126058245	mRNA	DOCK9
XM_049853245.1	LOC126058245	mRNA	DOCK9
XM_049853246.1	LOC126058245	mRNA	DOCK9
XM_049853247.1	LOC126058247	mRNA	N4BP2L2
XM_049853248.1	LOC126058247	mRNA	N4BP2L2
XM_049853249.1	LOC126058247	mRNA	N4BP2L2
XM_049853250.1	LOC126058247	mRNA	N4BP2L2
XM_049853251.1	LOC126058247	mRNA	N4BP2L2
XM_049853252.1	LOC126058247	mRNA	N4BP2L2
XM_049853253.1	LOC126058247	mRNA	N4BP2L2
XM_049853254.1	LOC126058247	mRNA	N4BP2L2
XM_049853255.1	LOC126058247	mRNA	N4BP2L2
XM_049853256.1	LOC126058247	mRNA	N4BP2L2
XM_049853257.1	LOC126058249	mRNA	FARP1
XM_049853258.1	LOC126058249	mRNA	FARP1
XM_049853259.1	LOC126058249	mRNA	FARP1
XM_049853260.1	LOC126058249	mRNA	FARP1
XM_049853261.1	LOC126058251	mRNA	IPO5
XM_049853262.1	LOC126058252	mRNA	HSPH1
XM_049853263.1	LOC126058252	mRNA	HSPH1
XM_049853264.1	LOC126058252	mRNA	HSPH1
XM_049853265.1	LOC126058252	mRNA	HSPH1
XM_049853266.1	LOC126058253	mRNA	LOC126058253
XM_049853267.1	LOC126058253	mRNA	LOC126058253
XM_049853268.1	LOC126058253	mRNA	LOC126058253
XM_049853269.1	LOC126058253	mRNA	LOC126058253
XM_049853270.1	LOC126058255	mRNA	SLC15A1
XM_049853271.1	LOC126058256	mRNA	B3GLCT
XM_049853272.1	LOC126058257	mRNA	STK24
XM_049853273.1	LOC126058257	mRNA	STK24
XM_049853274.1	LOC126058257	mRNA	STK24
XM_049853275.1	LOC126058258	mRNA	N4BP2L1
XM_049853276.1	LOC126058258	mRNA	N4BP2L1
XM_049853277.1	LOC126058258	mRNA	N4BP2L1
XM_049853278.1	LOC126058264	mRNA	ACOD1
XM_049853279.1	LOC126058266	mRNA	CCDC169
XM_049853280.1	LOC126058268	mRNA	SOHLH2
XM_049853281.1	LOC126058269	mRNA	MYCBP2
XM_049853282.1	LOC126058269	mRNA	MYCBP2
XM_049853283.1	LOC126058269	mRNA	MYCBP2
XM_049853284.1	LOC126058269	mRNA	MYCBP2
XM_049853285.1	LOC126058269	mRNA	MYCBP2
XM_049853286.1	LOC126058269	mRNA	MYCBP2
XM_049853287.1	LOC126058269	mRNA	MYCBP2
XM_049853288.1	LOC126058269	mRNA	MYCBP2
XM_049853289.1	LOC126058269	mRNA	MYCBP2
XM_049853290.1	LOC126058271	mRNA	ATP7B
XM_049853291.1	LOC126058271	mRNA	ATP7B
XM_049853292.1	LOC126058271	mRNA	ATP7B
XM_049853293.1	LOC126058033	mRNA	QKI
XM_049853294.1	LOC126058272	mRNA	INTS6
XM_049853295.1	LOC126058272	mRNA	INTS6
XM_049853296.1	LOC126058272	mRNA	INTS6
XM_049853297.1	LOC126058273	mRNA	THSD1
XM_049853298.1	LOC126058273	mRNA	THSD1
XM_049853299.1	LOC126058273	mRNA	THSD1
XM_049853300.1	LOC126058273	mRNA	THSD1
XM_049853301.1	LOC126058273	mRNA	THSD1
XM_049853302.1	LOC126058273	mRNA	THSD1
XM_049853303.1	LOC126058273	mRNA	THSD1
XM_049853304.1	LOC126058273	mRNA	THSD1
XM_049853305.1	LOC126058273	mRNA	THSD1
XM_049853306.1	LOC126058273	mRNA	THSD1
XM_049853307.1	LOC126058275	mRNA	NEK5
XM_049853308.1	LOC126058275	mRNA	NEK5
XM_049853309.1	LOC126058275	mRNA	NEK5
XM_049853310.1	LOC126058275	mRNA	NEK5
XM_049853311.1	LOC126058275	mRNA	NEK5
XM_049853312.1	LOC126058275	mRNA	NEK5
XM_049853313.1	LOC126058275	mRNA	NEK5
XM_049853314.1	LOC126058275	mRNA	NEK5
XM_049853315.1	LOC126058277	mRNA	LOC126058277
XM_049853316.1	LOC126058277	mRNA	LOC126058277
XM_049853317.1	LOC126058277	mRNA	LOC126058277
XM_049853318.1	LOC126058277	mRNA	LOC126058277
XM_049853319.1	LOC126058279	mRNA	CKAP2
XM_049853320.1	LOC126058279	mRNA	CKAP2
XM_049853321.1	LOC126058279	mRNA	CKAP2
XM_049853322.1	LOC126058279	mRNA	CKAP2
XM_049853323.1	LOC126058280	mRNA	FAM124A
XM_049853324.1	LOC126058280	mRNA	FAM124A
XM_049853325.1	LOC126058280	mRNA	FAM124A
XM_049853326.1	LOC126058280	mRNA	FAM124A
XM_049853327.1	LOC126058282	mRNA	NEK3
XM_049853328.1	LOC126058282	mRNA	NEK3
XM_049853329.1	LOC126058282	mRNA	NEK3
XM_049853330.1	LOC126058282	mRNA	NEK3
XM_049853331.1	LOC126058282	mRNA	NEK3
XM_049853332.1	LOC126058282	mRNA	NEK3
XM_049853333.1	LOC126058282	mRNA	NEK3
XM_049853334.1	LOC126058283	mRNA	ALG11
XM_049853335.1	LOC126058285	mRNA	WDFY2
XM_049853336.1	LOC126058286	mRNA	VPS36
XM_049853337.1	LOC126058287	mRNA	SLC25A15
XM_049853338.1	LOC126058287	mRNA	SLC25A15
XM_049853339.1	LOC126058288	mRNA	CCDC70
XM_049853340.1	LOC126058290	mRNA	LOC126058290
XM_049853341.1	LOC126058291	mRNA	TMEM272
XM_049853342.1	LOC126058295	mRNA	RUBCNL
XM_049853343.1	LOC126058295	mRNA	RUBCNL
XM_049853344.1	LOC126058295	mRNA	RUBCNL
XM_049853345.1	LOC126058295	mRNA	RUBCNL
XM_049853346.1	LOC126058295	mRNA	RUBCNL
XM_049853347.1	LOC126058295	mRNA	RUBCNL
XM_049853348.1	LOC126058295	mRNA	RUBCNL
XM_049853349.1	LOC126058295	mRNA	RUBCNL
XM_049853350.1	LOC126058295	mRNA	RUBCNL
XM_049853351.1	LOC126058297	mRNA	LCP1
XM_049853352.1	LOC126058297	mRNA	LCP1
XM_049853353.1	LOC126058299	mRNA	LRRC63
XM_049853354.1	LOC126058301	mRNA	FREM2
XM_049853355.1	LOC126058302	mRNA	TRPC4
XM_049853356.1	LOC126058302	mRNA	TRPC4
XM_049853357.1	LOC126058302	mRNA	TRPC4
XM_049853358.1	LOC126058302	mRNA	TRPC4
XM_049853359.1	LOC126058302	mRNA	TRPC4
XM_049853360.1	LOC126058302	mRNA	TRPC4
XM_049853361.1	LOC126058302	mRNA	TRPC4
XM_049853362.1	LOC126058302	mRNA	TRPC4
XM_049853363.1	LOC126058304	mRNA	PROSER1
XM_049853364.1	LOC126058304	mRNA	PROSER1
XM_049853365.1	LOC126058304	mRNA	PROSER1
XM_049853366.1	LOC126058306	mRNA	POSTN
XM_049853367.1	LOC126058306	mRNA	POSTN
XM_049853368.1	LOC126058306	mRNA	POSTN
XM_049853369.1	LOC126058306	mRNA	POSTN
XM_049853370.1	LOC126058033	mRNA	QKI
XM_049853371.1	LOC126058307	mRNA	COG6
XM_049853372.1	LOC126058307	mRNA	COG6
XM_049853373.1	LOC126058307	mRNA	COG6
XM_049853374.1	LOC126058307	mRNA	COG6
XM_049853375.1	LOC126058307	mRNA	COG6
XM_049853376.1	LOC126058307	mRNA	COG6
XM_049853377.1	LOC126058309	mRNA	NHLRC3
XM_049853378.1	LOC126058310	mRNA	LHFPL6
XM_049853379.1	LOC126058310	mRNA	LHFPL6
XM_049853380.1	LOC126058310	mRNA	LHFPL6
XM_049853381.1	LOC126058311	mRNA	UFM1
XM_049853382.1	LOC126058316	mRNA	DGKH
XM_049853383.1	LOC126058316	mRNA	DGKH
XM_049853384.1	LOC126058316	mRNA	DGKH
XM_049853385.1	LOC126058316	mRNA	DGKH
XM_049853386.1	LOC126058316	mRNA	DGKH
XM_049853387.1	C14H13orf42	mRNA	C14H13orf42
XM_049853388.1	LOC126058320	mRNA	LOC126058320
XM_049853389.1	LOC126058320	mRNA	LOC126058320
XM_049853390.1	LOC126058320	mRNA	LOC126058320
XM_049853391.1	LOC126058320	mRNA	LOC126058320
XM_049853392.1	LOC126058320	mRNA	LOC126058320
XM_049853393.1	LOC126058323	mRNA	ZC3H13
XM_049853394.1	LOC126058323	mRNA	ZC3H13
XM_049853395.1	LOC126058323	mRNA	ZC3H13
XM_049853396.1	LOC126058323	mRNA	ZC3H13
XM_049853397.1	LOC126058323	mRNA	ZC3H13
XM_049853398.1	LOC126058323	mRNA	ZC3H13
XM_049853399.1	LOC126058323	mRNA	ZC3H13
XM_049853400.1	LOC126058323	mRNA	ZC3H13
XM_049853401.1	LOC126058323	mRNA	ZC3H13
XM_049853402.1	LOC126058325	mRNA	LOC126058325
XM_049853403.1	LOC126058325	mRNA	LOC126058325
XM_049853404.1	LOC126058325	mRNA	LOC126058325
XM_049853405.1	LOC126058326	mRNA	DACH1
XM_049853406.1	LOC126058326	mRNA	DACH1
XM_049853407.1	LOC126058326	mRNA	DACH1
XM_049853408.1	LOC126058328	mRNA	TDRD3
XM_049853409.1	LOC126058328	mRNA	TDRD3
XM_049853410.1	LOC126058328	mRNA	TDRD3
XM_049853411.1	LOC126058328	mRNA	TDRD3
XM_049853412.1	LOC126058330	mRNA	PDS5B
XM_049853413.1	LOC126058330	mRNA	PDS5B
XM_049853414.1	LOC126058330	mRNA	PDS5B
XM_049853415.1	LOC126058330	mRNA	PDS5B
XM_049853416.1	LOC126058330	mRNA	PDS5B
XM_049853417.1	LOC126058330	mRNA	PDS5B
XM_049853418.1	LOC126058330	mRNA	PDS5B
XM_049853419.1	LOC126058330	mRNA	PDS5B
XM_049853420.1	LOC126058330	mRNA	PDS5B
XM_049853421.1	LOC126058332	mRNA	KCTD4
XM_049853422.1	LOC126058333	mRNA	GTF2F2
XM_049853423.1	LOC126058334	mRNA	TPT1
XM_049853424.1	LOC126058336	mRNA	FOXO1
XM_049853425.1	LOC126058338	mRNA	DIS3
XM_049853426.1	LOC126058338	mRNA	DIS3
XM_049853427.1	LOC126058339	mRNA	PIBF1
XM_049853428.1	LOC126058339	mRNA	PIBF1
XM_049853429.1	LOC126058340	mRNA	BORA
XM_049853430.1	LOC126058340	mRNA	BORA
XM_049853431.1	LOC126058340	mRNA	BORA
XM_049853432.1	LOC126058340	mRNA	BORA
XM_049853433.1	LOC126058341	mRNA	MZT1
XM_049853434.1	LOC126058343	mRNA	DZIP1
XM_049853435.1	LOC126058343	mRNA	DZIP1
XM_049853436.1	LOC126058343	mRNA	DZIP1
XM_049853437.1	LOC126058343	mRNA	DZIP1
XM_049853438.1	LOC126058343	mRNA	DZIP1
XM_049853439.1	LOC126058343	mRNA	DZIP1
XM_049853440.1	LOC126058344	mRNA	DNAJC3
XM_049853441.1	LOC126058345	mRNA	CLDN10
XM_049853442.1	LOC126058348	mRNA	TRIM13
XM_049853443.1	LOC126058348	mRNA	TRIM13
XM_049853444.1	LOC126058348	mRNA	TRIM13
XM_049853445.1	LOC126058033	mRNA	QKI
XM_049853446.1	LOC126058348	mRNA	TRIM13
XM_049853447.1	LOC126058348	mRNA	TRIM13
XM_049853448.1	LOC126058348	mRNA	TRIM13
XM_049853449.1	LOC126058348	mRNA	TRIM13
XM_049853450.1	LOC126058348	mRNA	TRIM13
XM_049853451.1	LOC126058348	mRNA	TRIM13
XM_049853452.1	LOC126058348	mRNA	TRIM13
XM_049853453.1	LOC126058350	mRNA	KCNRG
XM_049853454.1	LOC126058356	mRNA	ABCC4
XM_049853455.1	LOC126058357	mRNA	NBEA
XM_049853456.1	LOC126058357	mRNA	NBEA
XM_049853457.1	LOC126058357	mRNA	NBEA
XM_049853458.1	LOC126058357	mRNA	NBEA
XM_049853459.1	LOC126058357	mRNA	NBEA
XM_049853460.1	LOC126058357	mRNA	NBEA
XM_049853461.1	LOC126058357	mRNA	NBEA
XM_049853462.1	LOC126058359	mRNA	DCLK1
XM_049853463.1	LOC126058359	mRNA	DCLK1
XM_049853464.1	LOC126058359	mRNA	DCLK1
XM_049853465.1	LOC126058360	mRNA	MAB21L1
XM_049853466.1	LOC126058361	mRNA	LOC126058361
XM_049853467.1	LOC126058363	mRNA	LOC126058363
XM_049853468.1	LOC126058367	mRNA	LOC126058367
XM_049853469.1	LOC126058367	mRNA	LOC126058367
XM_049853470.1	LOC126058367	mRNA	LOC126058367
XM_049853471.1	LOC126085925	mRNA	LPP
XM_049853472.1	LOC126058378	mRNA	LOC126058378
XM_049853473.1	LOC126058379	mRNA	LOC126058379
XM_049853474.1	LOC126058382	mRNA	LOC126058382
XM_049853475.1	LOC126058383	mRNA	LOC126058383
XM_049853476.1	LOC126058390	mRNA	LOC126058390
XM_049853477.1	LOC126058391	mRNA	LOC126058391
XM_049853478.1	LOC126058394	partial	LOC126058394
XM_049853479.1	LOC126058396	mRNA	LOC126058396
XM_049853480.1	LOC126058397	mRNA	LOC126058397
XM_049853481.1	LOC126058399	mRNA	LOC126058399
XM_049853482.1	LOC126058405	mRNA	LOC126058405
XM_049853483.1	LOC126058411	mRNA	LOC126058411
XM_049853484.1	LOC126058413	mRNA	LOC126058413
XM_049853485.1	LOC126058414	mRNA	LOC126058414
XM_049853486.1	LOC126058415	mRNA	LOC126058415
XM_049853487.1	LOC126058421	mRNA	LOC126058421
XM_049853488.1	LOC126058425	mRNA	LOC126058425
XM_049853489.1	LOC126058426	mRNA	LOC126058426
XM_049853490.1	LOC126058427	mRNA	LOC126058427
XM_049853491.1	LOC126058429	mRNA	LOC126058429
XM_049853492.1	LOC126058412	mRNA	LOC126058412
XM_049853493.1	LOC126058460	mRNA	TAF2
XM_049853494.1	LOC126058460	mRNA	TAF2
XM_049853495.1	LOC126058461	mRNA	DEPTOR
XM_049853496.1	LOC126058462	mRNA	DSCC1
XM_049853497.1	LOC126058465	mRNA	DENND3
XM_049853498.1	LOC126058465	mRNA	DENND3
XM_049853499.1	LOC126058465	mRNA	DENND3
XM_049853500.1	LOC126058465	mRNA	DENND3
XM_049853501.1	LOC126058466	mRNA	COL14A1
XM_049853502.1	LOC126058466	mRNA	COL14A1
XM_049853503.1	LOC126058467	mRNA	SPIDR
XM_049853504.1	LOC126058467	mRNA	SPIDR
XM_049853505.1	LOC126058467	mRNA	SPIDR
XM_049853506.1	LOC126058467	mRNA	SPIDR
XM_049853507.1	LOC126058467	mRNA	SPIDR
XM_049853508.1	LOC126058467	mRNA	SPIDR
XM_049853509.1	LOC126058467	mRNA	SPIDR
XM_049853510.1	LOC126058469	mRNA	OPRK1
XM_049853511.1	LOC126058469	mRNA	OPRK1
XM_049853512.1	LOC126058471	mRNA	CEBPD
XM_049853513.1	LOC126058473	mRNA	ATP6V1H
XM_049853514.1	LOC126058473	mRNA	ATP6V1H
XM_049853515.1	LOC126058476	mRNA	ARFGEF1
XM_049853516.1	LOC126058477	mRNA	PREX2
XM_049853517.1	LOC126058477	mRNA	PREX2
XM_049853518.1	LOC126058477	mRNA	PREX2
XM_049853519.1	LOC126058478	mRNA	CSPP1
XM_049853520.1	LOC126058478	mRNA	CSPP1
XM_049853521.1	LOC126058478	mRNA	CSPP1
XM_049853522.1	LOC126058478	mRNA	CSPP1
XM_049853523.1	LOC126058478	mRNA	CSPP1
XM_049853524.1	LOC126058478	mRNA	CSPP1
XM_049853525.1	LOC126058478	mRNA	CSPP1
XM_049853526.1	LOC126058478	mRNA	CSPP1
XM_049853527.1	LOC126058480	mRNA	CPA6
